Email_title,hr_interval,min_lot_size,OPERATION,TestName,Domain,delta,x_iqr,ss_target,ss_rest,TP1,prodgroup3,adj_ss_target,factor,platform
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%DACCALC_ALL_SLOPE_RAW%,DDRA_U1|DDRD_U1|CFC_HCH3N_U1|CFN_HCH0N_U1|CFN_HCH1N_U1|MDFIA_26_U1|MDFIA_40_U1|MDFIA_43_U1|MDFIA_LV_26_U1|MDFIA_LV_40_U1|MDFIA_LV_43_U1|IO_HCH2N_U1|CORE_CR_C0R2_U1|CORE_CR_C0R4_U1|CORE_CR_C0R5_U1|CORE_CR_C1R2_U1|CORE_CR_C1R3_U1|CORE_CR_C1R4_U1|CORE_CR_C1R5_U1|CORE_CR_C2R2_U1|CORE_CR_C2R3_U1|CORE_CR_C2R4_U1|CORE_CR_C2R5_U1|CORE_CR_C3R2_U1|CORE_CR_C3R3_U1|CORE_CR_C3R4_U1|CORE_CR_C3R5_U1|DDRA_U2|DDRD_U2|CFC_HCH3N_U2|CFN_HCH0N_U2|CFN_HCH1N_U2|MDFIA_26_U2|MDFIA_40_U2|MDFIA_43_U2|MDFIA_LV_26_U2|MDFIA_LV_40_U2|MDFIA_LV_43_U2|IO_HCH2N_U2|CORE_CR_C0R2_U2|CORE_CR_C0R4_U2|CORE_CR_C0R5_U2|CORE_CR_C1R2_U2|CORE_CR_C1R3_U2|CORE_CR_C1R4_U2|CORE_CR_C1R5_U2|CORE_CR_C2R2_U2|CORE_CR_C2R3_U2|CORE_CR_C2R4_U2|CORE_CR_C2R5_U2|CORE_CR_C3R2_U2|CORE_CR_C3R3_U2|CORE_CR_C3R4_U2|CORE_CR_C3R5_U2|DDRA_U3|DDRD_U3|CFC_HCH3N_U3|CFN_HCH0N_U3|CFN_HCH1N_U3|MDFIA_26_U3|MDFIA_40_U3|MDFIA_43_U3|MDFIA_LV_26_U3|MDFIA_LV_40_U3|MDFIA_LV_43_U3|IO_HCH2N_U3|CORE_CR_C0R2_U3|CORE_CR_C0R4_U3|CORE_CR_C0R5_U3|CORE_CR_C1R2_U3|CORE_CR_C1R3_U3|CORE_CR_C1R4_U3|CORE_CR_C1R5_U3|CORE_CR_C2R2_U3|CORE_CR_C2R3_U3|CORE_CR_C2R4_U3|CORE_CR_C2R5_U3|CORE_CR_C3R2_U3|CORE_CR_C3R3_U3|CORE_CR_C3R4_U3|CORE_CR_C3R5_U3|DDRA_U4|DDRD_U4|CFC_HCH3N_U4|CFN_HCH0N_U4|CFN_HCH1N_U4|MDFIA_26_U4|MDFIA_40_U4|MDFIA_43_U4|MDFIA_LV_26_U4|MDFIA_LV_40_U4|MDFIA_LV_43_U4|IO_HCH2N_U4|CORE_CR_C0R2_U4|CORE_CR_C0R4_U4|CORE_CR_C0R5_U4|CORE_CR_C1R2_U4|CORE_CR_C1R3_U4|CORE_CR_C1R4_U4|CORE_CR_C1R5_U4|CORE_CR_C2R2_U4|CORE_CR_C2R3_U4|CORE_CR_C2R4_U4|CORE_CR_C2R5_U4|CORE_CR_C3R2_U4|CORE_CR_C3R3_U4|CORE_CR_C3R4_U4|CORE_CR_C3R5_U4,0.01,1.5,10,150,SPR112L%,SPR112,5,2,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%DACCALC_ALL_OFFSET_RAW%,DDRA_U1|DDRD_U1|CFC_HCH3N_U1|CFN_HCH0N_U1|CFN_HCH1N_U1|MDFIA_26_U1|MDFIA_40_U1|MDFIA_43_U1|MDFIA_LV_26_U1|MDFIA_LV_40_U1|MDFIA_LV_43_U1|IO_HCH2N_U1|CORE_CR_C0R2_U1|CORE_CR_C0R4_U1|CORE_CR_C0R5_U1|CORE_CR_C1R2_U1|CORE_CR_C1R3_U1|CORE_CR_C1R4_U1|CORE_CR_C1R5_U1|CORE_CR_C2R2_U1|CORE_CR_C2R3_U1|CORE_CR_C2R4_U1|CORE_CR_C2R5_U1|CORE_CR_C3R2_U1|CORE_CR_C3R3_U1|CORE_CR_C3R4_U1|CORE_CR_C3R5_U1|DDRA_U2|DDRD_U2|CFC_HCH3N_U2|CFN_HCH0N_U2|CFN_HCH1N_U2|MDFIA_26_U2|MDFIA_40_U2|MDFIA_43_U2|MDFIA_LV_26_U2|MDFIA_LV_40_U2|MDFIA_LV_43_U2|IO_HCH2N_U2|CORE_CR_C0R2_U2|CORE_CR_C0R4_U2|CORE_CR_C0R5_U2|CORE_CR_C1R2_U2|CORE_CR_C1R3_U2|CORE_CR_C1R4_U2|CORE_CR_C1R5_U2|CORE_CR_C2R2_U2|CORE_CR_C2R3_U2|CORE_CR_C2R4_U2|CORE_CR_C2R5_U2|CORE_CR_C3R2_U2|CORE_CR_C3R3_U2|CORE_CR_C3R4_U2|CORE_CR_C3R5_U2|DDRA_U3|DDRD_U3|CFC_HCH3N_U3|CFN_HCH0N_U3|CFN_HCH1N_U3|MDFIA_26_U3|MDFIA_40_U3|MDFIA_43_U3|MDFIA_LV_26_U3|MDFIA_LV_40_U3|MDFIA_LV_43_U3|IO_HCH2N_U3|CORE_CR_C0R2_U3|CORE_CR_C0R4_U3|CORE_CR_C0R5_U3|CORE_CR_C1R2_U3|CORE_CR_C1R3_U3|CORE_CR_C1R4_U3|CORE_CR_C1R5_U3|CORE_CR_C2R2_U3|CORE_CR_C2R3_U3|CORE_CR_C2R4_U3|CORE_CR_C2R5_U3|CORE_CR_C3R2_U3|CORE_CR_C3R3_U3|CORE_CR_C3R4_U3|CORE_CR_C3R5_U3|DDRA_U4|DDRD_U4|CFC_HCH3N_U4|CFN_HCH0N_U4|CFN_HCH1N_U4|MDFIA_26_U4|MDFIA_40_U4|MDFIA_43_U4|MDFIA_LV_26_U4|MDFIA_LV_40_U4|MDFIA_LV_43_U4|IO_HCH2N_U4|CORE_CR_C0R2_U4|CORE_CR_C0R4_U4|CORE_CR_C0R5_U4|CORE_CR_C1R2_U4|CORE_CR_C1R3_U4|CORE_CR_C1R4_U4|CORE_CR_C1R5_U4|CORE_CR_C2R2_U4|CORE_CR_C2R3_U4|CORE_CR_C2R4_U4|CORE_CR_C2R5_U4|CORE_CR_C3R2_U4|CORE_CR_C3R3_U4|CORE_CR_C3R4_U4|CORE_CR_C3R5_U4,5,1.2,10,150,SPR112L%,SPR112,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%VDAC_VOUT%,,0.015,1.5,10,150,SPR112L%,SPR112,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%VDACOFFSET_RECOVERY_DEFAULT%,,0.1,1.2,10,150,SPR112L%,SPR112,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261",%DACCALC_ALL_SLOPE_RAW%,DDRA_03|DDRA_06|DDRA_43|DDRA_46|DDRD_03|DDRD_06|DDRD_43|DDRD_46|CFN_HCT|CFN_PI5NC|CFN_PI5NE|CFN_PI5SE|CFN_SC|CFN_UPINW|IO_PI5NC|IO_PI5NE|IO_PI5SE|IO_SC|IO_UPINW|IO_UPISW|CFC_DDR03|CFC_DDR06|CFC_DDR43|CFC_DDR46|CORE_CR_C0R2|CORE_CR_C0R4|CORE_CR_C0R5|CORE_CR_C1R2|CORE_CR_C1R3|CORE_CR_C1R4|CORE_CR_C1R5|CORE_CR_C1R6|CORE_CR_C2R2|CORE_CR_C2R3|CORE_CR_C2R4|CORE_CR_C2R5|CORE_CR_C2R6|CORE_CR_C3R2|CORE_CR_C3R3|CORE_CR_C3R4|CORE_CR_C3R5|CORE_CR_C3R6|CORE_CR_C4R2|CORE_CR_C4R4|CORE_CR_C4R5,0.01,1.5,10,150,XEESVSP%,SPREEC,5,2,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261",%DACCALC_ALL_OFFSET_RAW%,DDRA_03|DDRA_06|DDRA_43|DDRA_46|DDRD_03|DDRD_06|DDRD_43|DDRD_46|CFN_HCT|CFN_PI5NC|CFN_PI5NE|CFN_PI5SE|CFN_SC|CFN_UPINW|IO_PI5NC|IO_PI5NE|IO_PI5SE|IO_SC|IO_UPINW|IO_UPISW|CFC_DDR03|CFC_DDR06|CFC_DDR43|CFC_DDR46|CORE_CR_C0R2|CORE_CR_C0R4|CORE_CR_C0R5|CORE_CR_C1R2|CORE_CR_C1R3|CORE_CR_C1R4|CORE_CR_C1R5|CORE_CR_C1R6|CORE_CR_C2R2|CORE_CR_C2R3|CORE_CR_C2R4|CORE_CR_C2R5|CORE_CR_C2R6|CORE_CR_C3R2|CORE_CR_C3R3|CORE_CR_C3R4|CORE_CR_C3R5|CORE_CR_C3R6|CORE_CR_C4R2|CORE_CR_C4R4|CORE_CR_C4R5,5,1.2,10,150,XEESVSP%,SPREEC,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261",%VDAC_VOUT%,,0.015,1.5,10,150,XEESVSP%,SPREEC,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%DACCALC_ALL_SLOPE_RAW%,DDRA_03|DDRA_06|DDRA_63|DDRA_66|DDRD_03|DDRD_06|DDRD_63|DDRD_66|CFN_HCB|CFN_PI5NC|CFN_PI5NE|CFN_PI5SE|CFN_SC|CFN_UPINC|CFN_UPINW|IO_PI5NC|IO_PI5NE|IO_PI5SE|IO_SC|IO_UPINC|IO_UPINW|IO_UPISW|CFC_DDR03|CFC_DDR06|CFC_DDR63|CFC_DDR66|CORE_CR_C0R2|CORE_CR_C0R4|CORE_CR_C0R5|CORE_CR_C1R2|CORE_CR_C1R3|CORE_CR_C1R4|CORE_CR_C1R5|CORE_CR_C1R6|CORE_CR_C2R2|CORE_CR_C2R3|CORE_CR_C2R4|CORE_CR_C2R5|CORE_CR_C2R6|CORE_CR_C3R2|CORE_CR_C3R3|CORE_CR_C3R4|CORE_CR_C3R5|CORE_CR_C3R6|CORE_CR_C3R8|CORE_CR_C4R2|CORE_CR_C4R3|CORE_CR_C4R4|CORE_CR_C4R5|CORE_CR_C4R6|CORE_CR_C5R2|CORE_CR_C5R3|CORE_CR_C5R4|CORE_CR_C5R5|CORE_CR_C5R6|CORE_CR_C5R8|CORE_CR_C6R2|CORE_CR_C6R4|CORE_CR_C6R5|CORE_CR_C6R8,0.01,1.5,10,150,SPRSVSPS%,SPRMCP/SPRMJT,5,2,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%DACCALC_ALL_OFFSET_RAW%,DDRA_03|DDRA_06|DDRA_63|DDRA_66|DDRD_03|DDRD_06|DDRD_63|DDRD_66|CFN_HCB|CFN_PI5NC|CFN_PI5NE|CFN_PI5SE|CFN_SC|CFN_UPINC|CFN_UPINW|IO_PI5NC|IO_PI5NE|IO_PI5SE|IO_SC|IO_UPINC|IO_UPINW|IO_UPISW|CFC_DDR03|CFC_DDR06|CFC_DDR63|CFC_DDR66|CORE_CR_C0R2|CORE_CR_C0R4|CORE_CR_C0R5|CORE_CR_C1R2|CORE_CR_C1R3|CORE_CR_C1R4|CORE_CR_C1R5|CORE_CR_C1R6|CORE_CR_C2R2|CORE_CR_C2R3|CORE_CR_C2R4|CORE_CR_C2R5|CORE_CR_C2R6|CORE_CR_C3R2|CORE_CR_C3R3|CORE_CR_C3R4|CORE_CR_C3R5|CORE_CR_C3R6|CORE_CR_C3R8|CORE_CR_C4R2|CORE_CR_C4R3|CORE_CR_C4R4|CORE_CR_C4R5|CORE_CR_C4R6|CORE_CR_C5R2|CORE_CR_C5R3|CORE_CR_C5R4|CORE_CR_C5R5|CORE_CR_C5R6|CORE_CR_C5R8|CORE_CR_C6R2|CORE_CR_C6R4|CORE_CR_C6R5|CORE_CR_C6R8,5,1.2,10,150,SPRSVSPS%,SPRMCP/SPRMJT,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%VDAC_VOUT%,,0.015,1.5,10,150,SPRSVSPS%,SPRMCP/SPRMJT,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%DACCALC_ALL_SLOPE_RAW%,DDRA_U1|DDRD_U1|CFC_HCH3N_U1|CFN_HCH0N_U1|CFN_HCH1N_U1|MDFIA_26_U1|MDFIA_40_U1|MDFIA_43_U1|MDFIA_LV_26_U1|MDFIA_LV_40_U1|MDFIA_LV_43_U1|IO_HCH0N_U1|IO_HCH2N_U1|CORE_CR_C0R2_U1|CORE_CR_C0R4_U1|CORE_CR_C0R5_U1|CORE_CR_C1R2_U1|CORE_CR_C1R3_U1|CORE_CR_C1R4_U1|CORE_CR_C1R5_U1|CORE_CR_C2R2_U1|CORE_CR_C2R3_U1|CORE_CR_C2R4_U1|CORE_CR_C2R5_U1|CORE_CR_C3R2_U1|CORE_CR_C3R3_U1|CORE_CR_C3R4_U1|CORE_CR_C3R5_U1|DDRA_U2|DDRD_U2|CFC_HCH3N_U2|CFN_HCH0N_U2|CFN_HCH1N_U2|MDFIA_26_U2|MDFIA_40_U2|MDFIA_43_U2|MDFIA_LV_26_U2|MDFIA_LV_40_U2|MDFIA_LV_43_U2|IO_HCH0N_U2|IO_HCH2N_U2|CORE_CR_C0R2_U2|CORE_CR_C0R4_U2|CORE_CR_C0R5_U2|CORE_CR_C1R2_U2|CORE_CR_C1R3_U2|CORE_CR_C1R4_U2|CORE_CR_C1R5_U2|CORE_CR_C2R2_U2|CORE_CR_C2R3_U2|CORE_CR_C2R4_U2|CORE_CR_C2R5_U2|CORE_CR_C3R2_U2|CORE_CR_C3R3_U2|CORE_CR_C3R4_U2|CORE_CR_C3R5_U2|DDRA_U3|DDRD_U3|CFC_HCH3N_U3|CFN_HCH0N_U3|CFN_HCH1N_U3|MDFIA_26_U3|MDFIA_40_U3|MDFIA_43_U3|MDFIA_LV_26_U3|MDFIA_LV_40_U3|MDFIA_LV_43_U3|IO_HCH0N_U3|IO_HCH2N_U3|CORE_CR_C0R2_U3|CORE_CR_C0R4_U3|CORE_CR_C0R5_U3|CORE_CR_C1R2_U3|CORE_CR_C1R3_U3|CORE_CR_C1R4_U3|CORE_CR_C1R5_U3|CORE_CR_C2R2_U3|CORE_CR_C2R3_U3|CORE_CR_C2R4_U3|CORE_CR_C2R5_U3|CORE_CR_C3R2_U3|CORE_CR_C3R3_U3|CORE_CR_C3R4_U3|CORE_CR_C3R5_U3|DDRA_U4|DDRD_U4|CFC_HCH3N_U4|CFN_HCH0N_U4|CFN_HCH1N_U4|MDFIA_26_U4|MDFIA_40_U4|MDFIA_43_U4|MDFIA_LV_26_U4|MDFIA_LV_40_U4|MDFIA_LV_43_U4|IO_HCH0N_U4|IO_HCH2N_U4|CORE_CR_C0R2_U4|CORE_CR_C0R4_U4|CORE_CR_C0R5_U4|CORE_CR_C1R2_U4|CORE_CR_C1R3_U4|CORE_CR_C1R4_U4|CORE_CR_C1R5_U4|CORE_CR_C2R2_U4|CORE_CR_C2R3_U4|CORE_CR_C2R4_U4|CORE_CR_C2R5_U4|CORE_CR_C3R2_U4|CORE_CR_C3R3_U4|CORE_CR_C3R4_U4|CORE_CR_C3R5_U4,0.01,1.5,10,150,SPRSVSPE%,SPRXCP/SPRXCS,5,2,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%DACCALC_ALL_OFFSET_RAW%,DDRA_U1|DDRD_U1|CFC_HCH3N_U1|CFN_HCH0N_U1|CFN_HCH1N_U1|MDFIA_26_U1|MDFIA_40_U1|MDFIA_43_U1|MDFIA_LV_26_U1|MDFIA_LV_40_U1|MDFIA_LV_43_U1|IO_HCH0N_U1|IO_HCH2N_U1|CORE_CR_C0R2_U1|CORE_CR_C0R4_U1|CORE_CR_C0R5_U1|CORE_CR_C1R2_U1|CORE_CR_C1R3_U1|CORE_CR_C1R4_U1|CORE_CR_C1R5_U1|CORE_CR_C2R2_U1|CORE_CR_C2R3_U1|CORE_CR_C2R4_U1|CORE_CR_C2R5_U1|CORE_CR_C3R2_U1|CORE_CR_C3R3_U1|CORE_CR_C3R4_U1|CORE_CR_C3R5_U1|DDRA_U2|DDRD_U2|CFC_HCH3N_U2|CFN_HCH0N_U2|CFN_HCH1N_U2|MDFIA_26_U2|MDFIA_40_U2|MDFIA_43_U2|MDFIA_LV_26_U2|MDFIA_LV_40_U2|MDFIA_LV_43_U2|IO_HCH0N_U2|IO_HCH2N_U2|CORE_CR_C0R2_U2|CORE_CR_C0R4_U2|CORE_CR_C0R5_U2|CORE_CR_C1R2_U2|CORE_CR_C1R3_U2|CORE_CR_C1R4_U2|CORE_CR_C1R5_U2|CORE_CR_C2R2_U2|CORE_CR_C2R3_U2|CORE_CR_C2R4_U2|CORE_CR_C2R5_U2|CORE_CR_C3R2_U2|CORE_CR_C3R3_U2|CORE_CR_C3R4_U2|CORE_CR_C3R5_U2|DDRA_U3|DDRD_U3|CFC_HCH3N_U3|CFN_HCH0N_U3|CFN_HCH1N_U3|MDFIA_26_U3|MDFIA_40_U3|MDFIA_43_U3|MDFIA_LV_26_U3|MDFIA_LV_40_U3|MDFIA_LV_43_U3|IO_HCH0N_U3|IO_HCH2N_U3|CORE_CR_C0R2_U3|CORE_CR_C0R4_U3|CORE_CR_C0R5_U3|CORE_CR_C1R2_U3|CORE_CR_C1R3_U3|CORE_CR_C1R4_U3|CORE_CR_C1R5_U3|CORE_CR_C2R2_U3|CORE_CR_C2R3_U3|CORE_CR_C2R4_U3|CORE_CR_C2R5_U3|CORE_CR_C3R2_U3|CORE_CR_C3R3_U3|CORE_CR_C3R4_U3|CORE_CR_C3R5_U3|DDRA_U4|DDRD_U4|CFC_HCH3N_U4|CFN_HCH0N_U4|CFN_HCH1N_U4|MDFIA_26_U4|MDFIA_40_U4|MDFIA_43_U4|MDFIA_LV_26_U4|MDFIA_LV_40_U4|MDFIA_LV_43_U4|IO_HCH0N_U4|IO_HCH2N_U4|CORE_CR_C0R2_U4|CORE_CR_C0R4_U4|CORE_CR_C0R5_U4|CORE_CR_C1R2_U4|CORE_CR_C1R3_U4|CORE_CR_C1R4_U4|CORE_CR_C1R5_U4|CORE_CR_C2R2_U4|CORE_CR_C2R3_U4|CORE_CR_C2R4_U4|CORE_CR_C2R5_U4|CORE_CR_C3R2_U4|CORE_CR_C3R3_U4|CORE_CR_C3R4_U4|CORE_CR_C3R5_U4,5,1.2,10,150,SPRSVSPE%,SPRXCP/SPRXCS,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%VDAC_VOUT%,,0.015,1.5,10,150,SPRSVSPE%,SPRXCP/SPRXCS,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_SPR,4,200,"6262','6261','6267','6092",%VDACOFFSET_RECOVERY_DEFAULT%,,0.1,1.2,10,150,SPRSVSPE%,SPRXCP/SPRXCS,5,1,server
OFFLINE_HDMX_FIVR Check per Socket Result_EMR,4,200,"6261','6262','6267",%DACCALC_ALL_SLOPE_RAW%,DDRA_U1|DDRD_U1|CFC_HCH3N_U1|CFN_HCH0N_U1|CFN_HCH1N_U1|MDFIA_26_U1|MDFIA_40_U1|MDFIA_43_U1|MDFIA_LV_26_U1|MDFIA_LV_40_U1|MDFIA_LV_43_U1|IO_HCH0N_U1|IO_HCH2N_U1|CORE_CR_C0R2_U1|CORE_CR_C0R4_U1|CORE_CR_C0R5_U1|CORE_CR_C1R2_U1|CORE_CR_C1R3_U1|CORE_CR_C1R4_U1|CORE_CR_C1R5_U1|CORE_CR_C2R2_U1|CORE_CR_C2R3_U1|CORE_CR_C2R4_U1|CORE_CR_C2R5_U1|CORE_CR_C3R2_U1|CORE_CR_C3R3_U1|CORE_CR_C3R4_U1|CORE_CR_C3R5_U1|DDRA_U2|DDRD_U2|CFC_HCH3N_U2|CFN_HCH0N_U2|CFN_HCH1N_U2|MDFIA_26_U2|MDFIA_40_U2|MDFIA_43_U2|MDFIA_LV_26_U2|MDFIA_LV_40_U2|MDFIA_LV_43_U2|IO_HCH0N_U2|IO_HCH2N_U2|CORE_CR_C0R2_U2|CORE_CR_C0R4_U2|CORE_CR_C0R5_U2|CORE_CR_C1R2_U2|CORE_CR_C1R3_U2|CORE_CR_C1R4_U2|CORE_CR_C1R5_U2|CORE_CR_C2R2_U2|CORE_CR_C2R3_U2|CORE_CR_C2R4_U2|CORE_CR_C2R5_U2|CORE_CR_C3R2_U2|CORE_CR_C3R3_U2|CORE_CR_C3R4_U2|CORE_CR_C3R5_U2|DDRA_U3|DDRD_U3|CFC_HCH3N_U3|CFN_HCH0N_U3|CFN_HCH1N_U3|MDFIA_26_U3|MDFIA_40_U3|MDFIA_43_U3|MDFIA_LV_26_U3|MDFIA_LV_40_U3|MDFIA_LV_43_U3|IO_HCH0N_U3|IO_HCH2N_U3|CORE_CR_C0R2_U3|CORE_CR_C0R4_U3|CORE_CR_C0R5_U3|CORE_CR_C1R2_U3|CORE_CR_C1R3_U3|CORE_CR_C1R4_U3|CORE_CR_C1R5_U3|CORE_CR_C2R2_U3|CORE_CR_C2R3_U3|CORE_CR_C2R4_U3|CORE_CR_C2R5_U3|CORE_CR_C3R2_U3|CORE_CR_C3R3_U3|CORE_CR_C3R4_U3|CORE_CR_C3R5_U3|DDRA_U4|DDRD_U4|CFC_HCH3N_U4|CFN_HCH0N_U4|CFN_HCH1N_U4|MDFIA_26_U4|MDFIA_40_U4|MDFIA_43_U4|MDFIA_LV_26_U4|MDFIA_LV_40_U4|MDFIA_LV_43_U4|IO_HCH0N_U4|IO_HCH2N_U4|CORE_CR_C0R2_U4|CORE_CR_C0R4_U4|CORE_CR_C0R5_U4|CORE_CR_C1R2_U4|CORE_CR_C1R3_U4|CORE_CR_C1R4_U4|CORE_CR_C1R5_U4|CORE_CR_C2R2_U4|CORE_CR_C2R3_U4|CORE_CR_C2R4_U4|CORE_CR_C2R5_U4|CORE_CR_C3R2_U4|CORE_CR_C3R3_U4|CORE_CR_C3R4_U4|CORE_CR_C3R5_U4,0.028,1.5,10,150,EMR%,EMRXCP,5,1,Server
OFFLINE_HDMX_FIVR Check per Socket Result_EMR,4,200,"6261','6262','6267",%DACCALC_ALL_OFFSET_RAW%,DDRA_U1|DDRD_U1|CFC_HCH3N_U1|CFN_HCH0N_U1|CFN_HCH1N_U1|MDFIA_26_U1|MDFIA_40_U1|MDFIA_43_U1|MDFIA_LV_26_U1|MDFIA_LV_40_U1|MDFIA_LV_43_U1|IO_HCH0N_U1|IO_HCH2N_U1|CORE_CR_C0R2_U1|CORE_CR_C0R4_U1|CORE_CR_C0R5_U1|CORE_CR_C1R2_U1|CORE_CR_C1R3_U1|CORE_CR_C1R4_U1|CORE_CR_C1R5_U1|CORE_CR_C2R2_U1|CORE_CR_C2R3_U1|CORE_CR_C2R4_U1|CORE_CR_C2R5_U1|CORE_CR_C3R2_U1|CORE_CR_C3R3_U1|CORE_CR_C3R4_U1|CORE_CR_C3R5_U1|DDRA_U2|DDRD_U2|CFC_HCH3N_U2|CFN_HCH0N_U2|CFN_HCH1N_U2|MDFIA_26_U2|MDFIA_40_U2|MDFIA_43_U2|MDFIA_LV_26_U2|MDFIA_LV_40_U2|MDFIA_LV_43_U2|IO_HCH0N_U2|IO_HCH2N_U2|CORE_CR_C0R2_U2|CORE_CR_C0R4_U2|CORE_CR_C0R5_U2|CORE_CR_C1R2_U2|CORE_CR_C1R3_U2|CORE_CR_C1R4_U2|CORE_CR_C1R5_U2|CORE_CR_C2R2_U2|CORE_CR_C2R3_U2|CORE_CR_C2R4_U2|CORE_CR_C2R5_U2|CORE_CR_C3R2_U2|CORE_CR_C3R3_U2|CORE_CR_C3R4_U2|CORE_CR_C3R5_U2|DDRA_U3|DDRD_U3|CFC_HCH3N_U3|CFN_HCH0N_U3|CFN_HCH1N_U3|MDFIA_26_U3|MDFIA_40_U3|MDFIA_43_U3|MDFIA_LV_26_U3|MDFIA_LV_40_U3|MDFIA_LV_43_U3|IO_HCH0N_U3|IO_HCH2N_U3|CORE_CR_C0R2_U3|CORE_CR_C0R4_U3|CORE_CR_C0R5_U3|CORE_CR_C1R2_U3|CORE_CR_C1R3_U3|CORE_CR_C1R4_U3|CORE_CR_C1R5_U3|CORE_CR_C2R2_U3|CORE_CR_C2R3_U3|CORE_CR_C2R4_U3|CORE_CR_C2R5_U3|CORE_CR_C3R2_U3|CORE_CR_C3R3_U3|CORE_CR_C3R4_U3|CORE_CR_C3R5_U3|DDRA_U4|DDRD_U4|CFC_HCH3N_U4|CFN_HCH0N_U4|CFN_HCH1N_U4|MDFIA_26_U4|MDFIA_40_U4|MDFIA_43_U4|MDFIA_LV_26_U4|MDFIA_LV_40_U4|MDFIA_LV_43_U4|IO_HCH0N_U4|IO_HCH2N_U4|CORE_CR_C0R2_U4|CORE_CR_C0R4_U4|CORE_CR_C0R5_U4|CORE_CR_C1R2_U4|CORE_CR_C1R3_U4|CORE_CR_C1R4_U4|CORE_CR_C1R5_U4|CORE_CR_C2R2_U4|CORE_CR_C2R3_U4|CORE_CR_C2R4_U4|CORE_CR_C2R5_U4|CORE_CR_C3R2_U4|CORE_CR_C3R3_U4|CORE_CR_C3R4_U4|CORE_CR_C3R5_U4,0.028,1.5,10,150,EMR%,EMRMCP,5,1,Server
OFFLINE_HDMX_FIVR Check per Socket Result_EMR,4,200,"6261','6262','6267",%VDAC_VOUT%,,0.028,1.5,10,150,EMR%,EMRXCP,5,1,Server
OFFLINE_HDMX_FIVR Check per Socket Result_EMR,4,200,"6261','6262','6267",%VDACOFFSET_RECOVERY_DEFAULT%,,0.028,1.5,10,150,EMR%,EMRMCP,5,1,Server
